Word_tag,Frequency
cahiers_SUBST,3
highbrow_ADJ,51
iconoclastic_ADJ,10
auteur_SUBST,8
acclaimed_ADJ,15
raoul_SUBST,10
tactlessness_SUBST,1
idol_SUBST,49
jean-luc_SUBST,2
truffaut_SUBST,3
chabrol_SUBST,1
amour_SUBST,4
l'eau_SUBST,1
bouche_SUBST,1
antecedent_SUBST,6
much-anticipated_ADJ,2
maison_SUBST,5
bories_SUBST,1
freshness_SUBST,32
coeur_UNC,9
battant_SUBST,1
francoise_SUBST,5
brion_SUBST,1
jean-louis_SUBST,7
trintignant_SUBST,3
malle_SUBST,1
movie-maker_SUBST,2
"2,270_ADJ",1
tora_SUBST,6
capel-cure_SUBST,1
myers_SUBST,12
tracey_SUBST,26
investible_ADJ,1
multi-billion_ADJ,4
draught_SUBST,46
chartist_SUBST,1
£278_UNC,1
£298_UNC,1
fluctuate_VERB,26
readjust_VERB,13
budgeting_SUBST,19
re-adjustment_SUBST,3
mothly_ADV,1
insomniac_SUBST,6
firstdirect_SUBST,2
firstdirect_ADJ,2
all-in-one_ADJ,10
tsb_SUBST,36
skandia_SUBST,10
wipe-through_ADJ,1
pdq_SUBST,5
beep_SUBST,4
buckmaster_SUBST,3
"£2,400_UNC",6
"£1,200_UNC",13
initally_ADV,1
custance_SUBST,1
"£7,500_UNC",12
23.8_ADJ,1
of_ADV,2
"£75,000_UNC",17
disablement_SUBST,15
slipman_SUBST,1
idealised_ADJ,4
tyler_SUBST,26
vere_SUBST,6
deferment_SUBST,7
"£84,000_UNC",1
13.25_ADJ,1
930_ADJ,5
7242_ADJ,1
self-certified_ADJ,1
two-to_ADJ,2
conveyancing_ADJ,3
tyndall_SUBST,5
10.44_ADJ,1
offshore_ADV,12
cardholder_VERB,3
allianz_SUBST,14
lawclub_SUBST,3
helpline_SUBST,23
probate_SUBST,23
drink-driving_SUBST,5
embroil_VERB,20
bluston_SUBST,1
janners_SUBST,1
indemnify_VERB,3
pressley_SUBST,1
wrthe_VERB,7
add-on_ADJ,11
irpc_SUBST,6
allianz_VERB,4
-will_SUBST,1
£68_UNC,3
£70_UNC,35
okehampton_SUBST,2
£356_UNC,1
12.75_ADJ,3
13.7_ADJ,3
advertsing_SUBST,1
chunky_ADJ,27
sweater_SUBST,63
gerorge_SUBST,1
trowark_SUBST,7
cornish_ADJ,30
1877_ADJ,20
morecambe_SUBST,14
cockler_SUBST,1
romney_SUBST,4
fenman_SUBST,1
weskit_SUBST,2
knit_SUBST,3
trowark_VERB,3
cable-knit_ADJ,1
cornish_SUBST,7
frock_SUBST,29
jelbert_SUBST,1
jago_SUBST,17
newlyn_SUBST,1
knitter_SUBST,7
knitwear_SUBST,9
man-sized_ADJ,2
hand-knitted_ADJ,4
machine-knitted_SUBST,2
dyed_ADJ,13
indigo-dyed_ADJ,1
stonewash_VERB,2
worn_ADJ,24
stonewashing_SUBST,1
knitted_ADJ,12
dye_SUBST,72
stitch-work_SUBST,1
hem_SUBST,10
envelop_VERB,29
indestructible_ADJ,10
cornishman_SUBST,4
£160_UNC,6
woollen_ADJ,43
gilet_SUBST,2
shawl_SUBST,42
£95_UNC,10
mulberry_SUBST,35
wide-necked_ADJ,1
aran_SUBST,9
£205_UNC,4
chenille_SUBST,2
cropped_ADJ,11
£293_UNC,1
tulip_SUBST,31
£396_UNC,1
turtleneck_SUBST,2
ribbed_ADJ,9
£125_UNC,13
flecked_ADJ,1
handknitted_ADJ,1
£19.99_UNC,7
aran_ADJ,1
£42.99_UNC,4
embroidered_ADJ,21
£32.99_UNC,2
bobble_SUBST,4
£269_UNC,2
fairisle_SUBST,1
£312_UNC,2
zip-up_ADJ,1
£147_UNC,4
£133_UNC,1
£156_UNC,1
£135_UNC,5
cabled_ADJ,2
£49_UNC,5
£54_UNC,7
crossed_ADJ,11
toytown_SUBST,5
slither_VERB,42
single-car_SUBST,1
double-decker_SUBST,6
orange-liveried_ADJ,1
scala_SUBST,22
galleria_SUBST,5
vittore_SUBST,1
emmanuele_SUBST,1
new-wave_ADJ,3
monoxide_SUBST,14
altrincham_SUBST,14
single-decker_SUBST,2
llandudno_SUBST,6
relegate_VERB,29
crich_SUBST,1
rumble_VERB,30
double-deck_ADJ,1
slatted_ADJ,8
growl_VERB,37
spec_SUBST,14
lumpen_ADJ,5
humbers_SUBST,1
canyon-like_ADJ,1
thoroughfare_SUBST,6
enamelled_ADJ,4
bulkhead_SUBST,10
jumbo_SUBST,6
klaus_SUBST,34
giovanni_SUBST,13
koenig_SUBST,4
spotlessly_ADV,10
koenig-designed_ADJ,1
chatter_SUBST,28
brake_VERB,30
gma_SUBST,2
milanese_ADJ,3
flat-faced_SUBST,1
characterless_ADJ,11
toy-like_ADJ,1
amec_SUBST,10
millipede_SUBST,5
supertram_SUBST,6
new-generation_ADJ,2
multiple-unit_SUBST,2
mothball_SUBST,3
hoard_VERB,28
garment_SUBST,74
gown_SUBST,58
coathanger_SUBST,2
hillyer_SUBST,2
tutankhamun_SUBST,1
shredded_ADJ,14
acid-free_ADJ,6
yellowing_SUBST,10
acidic_ADJ,23
cellulose_SUBST,16
dust-free_ADJ,5
sausage-shaped_ADJ,2
hanger_SUBST,17
wadding_SUBST,5
dust-cover_SUBST,1
abrasive_ADJ,35
moth_SUBST,50
unhindered_ADJ,12
muslin_SUBST,14
dore_SUBST,2
373684_ADJ,1
271_ADJ,8
restorer_SUBST,12
sw1y_UNC,2
4ju_UNC,1
ream_SUBST,12
papersave_SUBST,3
watermarked_ADJ,2
virgin'_VERB,1
duplicator_SUBST,1
note-pad_SUBST,1
texture_VERB,1
envelope_SUBST,121
£26_UNC,7
£27_UNC,7
maryse_SUBST,2
tableware_SUBST,7
dorado_SUBST,10
50-piece_ADJ,1
oblong_ADJ,4
scalloped-edged_ADJ,1
petal_SUBST,43
concentric_ADJ,19
princes_SUBST,6
pin-stripe_SUBST,5
inter-city_ADJ,3
compliment_VERB,15
basic_SUBST,27
casting-on_SUBST,1
knitting_SUBST,23
glance_VERB,175
therapeutic_ADJ,33
dimensional_ADJ,24
three-foot_ADJ,4
banana_SUBST,89
aux_UNC,13
folle_SUBST,1
lesley_SUBST,30
avail_SUBST,29
lilac_ADJ,13
voile_SUBST,1
wasp_SUBST,16
heliotrope_SUBST,6
jongh_SUBST,8
misspent_ADJ,1
theatregoer_SUBST,4
cop_VERB,13
hoyle_SUBST,10
actor-director_SUBST,1
hugely-hyped_ADJ,1
saddest_SUBST,1
blond-mopped_SUBST,1
doughty-featured_SUBST,1
magnify_VERB,29
bun_SUBST,50
tuck-box_ADJ,1
pugnacious_ADJ,16
praiseworthy_ADJ,11
naturalistic_ADJ,13
undeclamatory_ADJ,1
passionless_ADJ,2
wart_SUBST,11
filmic_ADJ,3
discarnate_ADJ,1
davenport_SUBST,18
act-alike_ADJ,1
oddity_SUBST,59
un-moralistic_ADJ,1
minor-key_ADJ,1
underbelly_SUBST,10
conker_VERB,1
conker_SUBST,16
toughen_VERB,18
bootlace_SUBST,1
lillee_SUBST,9
periphery_SUBST,30
gallows-like_ADJ,1
contraption_SUBST,12
oversw_VERB,1
snag_VERB,8
entangle_VERB,28
35s_ADJ,3
hurn_SUBST,2
0684-293175_ADJ,1
0272-276444_ADJ,2
buxton_SUBST,38
peveril_SUBST,1
0298-814543_ADJ,1
1.30-5pm_ADV,1
mammoth_ADJ,18
sculptor_SUBST,44
saltwell_SUBST,1
091-477_ADJ,1
3478_ADJ,1
11am-5pm_ADV,1
dagarti_SUBST,1
6nq_UNC,1
01-603_ADJ,1
4535_ADJ,1
2.30pm_ADV,5
a23_UNC,2
horley_SUBST,4
b2036_UNC,1
pycombe_SUBST,1
rejoin_VERB,42
01-247_ADJ,1
0371_ADJ,1
tynedale_SUBST,3
wickham_SUBST,4
non-operational_ADJ,2
alston_SUBST,15
0452_ADJ,1
304546_ADJ,1
14/15_ADJ,3
diagram_SUBST,81
rinse_SUBST,5
abdela_SUBST,9
persuader_SUBST,3
hot-pot_ADJ,1
revue_SUBST,11
hornchurch_SUBST,2
squire_SUBST,38
info_SUBST,6
01-976_ADJ,1
5711_ADJ,1
hotspot_VERB,2
gingerbread_SUBST,13
pre-school_ADJ,21
playgroup_SUBST,18
5.30pm_ADV,6
fief_SUBST,6
carlton_SUBST,39
854_ADJ,1
12.45pm_ADV,2
trg_SUBST,1
shop-window_SUBST,3
2.20pm_ADV,1
nursing_SUBST,59
rcn_SUBST,5
rosalynde_SUBST,1
cedar_SUBST,46
lunch-time_SUBST,11
cpc_SUBST,14
bookstall_VERB,2
critchley_SUBST,9
best-seller_SUBST,12
seer_SUBST,15
utley_SUBST,5
press/passholders_UNC,1
8.00_ADJ,16
much-praised_ADJ,2
v._SUBST,28
jarmusch_SUBST,5
8.45_ADJ,8
spicey_SUBST,1
high-school_ADJ,3
tues_SUBST,14
6.15_ADJ,4
rigby_SUBST,5
7.00_ADJ,10
mini-season_SUBST,1
blaxploitation_SUBST,1
fellini_ADJ,1
rachel_SUBST,253
9.00_ADJ,3
hills_SUBST,64
imbroglio_SUBST,4
bartel_SUBST,2
eagerly-awaited_ADJ,1
compendium_SUBST,15
scorsese_SUBST,28
coppola_SUBST,6
tama_SUBST,2
janowitz_SUBST,1
quaid_SUBST,5
pound_VERB,39
10.00am_ADV,1
091-232_ADJ,2
8289_ADJ,1
trekkies_SUBST,1
unmissable_ADJ,7
star_ADJ,43
t._SUBST,76
shatner_SUBST,2
lift-off_ADJ,8
11.00am_ADV,4
10.00_ADJ,14
£10.00_UNC,5
box-office_SUBST,7
ill-starred_ADJ,8
sharkey_SUBST,1
overrated_ADJ,2
black-and-white_ADJ,14
35mm_SUBST,9
16mm_SUBST,4
mutt_SUBST,5
dog-eared_ADJ,3
hooch_SUBST,3
heroism_SUBST,25
especial_ADJ,11
silkwood_SUBST,1
heartburn_SUBST,1
betoken_VERB,6
33rd_ADJ,9
film-goer_SUBST,1
parenthood_SUBST,17
costner_SUBST,9
low-life_SUBST,4
uli_SUBST,3
edel_SUBST,1
thu_SUBST,3
7.45_ADJ,6
nft2_UNC,10
movy_ADJ,1
10.45am_ADV,2
nft1_UNC,10
1.00_ADJ,6
victimise_VERB,8
maccarthyism_SUBST,2
1.15_ADJ,9
3.30_ADJ,17
icicle_SUBST,7
6.30_ADJ,17
joaquim_SUBST,3
pinto_SUBST,11
dissection_SUBST,11
land-owning_ADJ,3
depardieu_SUBST,11
thorsen_SUBST,1
momi_ADJ,2
motorist/3_UNC,1
auto-culture_SUBST,1
waller_SUBST,9
eldery_ADJ,1
docu-drama_SUBST,1
shields_SUBST,17
curzon_SUBST,9
romuald_SUBST,2
juliette_SUBST,4
coline_SUBST,1
serreau_SUBST,1
exec_SUBST,4
three-hander_SUBST,1
2.15_ADJ,10
guardian/aip_SUBST,1
jellneck_SUBST,1
kai_SUBST,8
wessell_SUBST,1
meals-on-wheel_SUBST,1
deliverer_SUBST,4
4.30_ADJ,10
bagdad_SUBST,1
korda_SUBST,44
sumptuous_ADJ,25
arabian_ADJ,39
5.45_ADJ,5
louisiana_SUBST,21
7.30_ADJ,24
lfmc_SUBST,1
kill-off_SUBST,1
greenwald_SUBST,1
sleazy_ADJ,14
beeban_SUBST,1
kidron_SUBST,1
winterson_SUBST,1
funereal_ADJ,7
beatie_SUBST,2
edney_SUBST,1
£7.3bn_UNC,1
1978-79_ADJ,1
whitechapel_SUBST,15
208_ADJ,10
neubert_SUBST,4
germanium_SUBST,8
blood-flow_ADJ,1
nutritional_ADJ,16
work-to-rule_SUBST,1
pyjamas_SUBST,33
two-pronged_ADJ,2
counter-offensive_SUBST,6
televising_SUBST,2
despatch_SUBST,25
fight-back_SUBST,3
labour-dominated_ADJ,1
sympathy'_ADJ,1
industry-wide_ADJ,3
rolls-royce_SUBST,79
"37,000_ADJ",6
smiths_SUBST,73
nei_SUBST,2
cseu_SUBST,1
msf_SUBST,8
missive_SUBST,7
democratically-determined_ADJ,1
35-hour_ADJ,3
£19.7m_UNC,1
£106.2m_UNC,1
fey_SUBST,10
bail-out_SUBST,6
mcgregor_SUBST,9
bloody_VERB,9
petershead_SUBST,1
zoologist_SUBST,9
convalesce_VERB,4
abdominal_ADJ,9
wind-swept_ADJ,2
foula_SUBST,4
crofting_SUBST,88
1900s_ADJ,8
mardon_SUBST,11
scalloway_SUBST,1
lerwick_SUBST,4
eight-seater_ADJ,2
hydro-electric_ADJ,20
annal_SUBST,9
easily-accessible_ADJ,1
right-to-buy_ADJ,1
"6,169_ADJ",1
519_ADJ,2
northwick_SUBST,1
biological_ADJ,193
mrc_SUBST,9
"9,205_ADJ",1
cashier_SUBST,11
coveley_SUBST,3
"£9,205_UNC",1
"£12,418_UNC",1
hoodwink_VERB,3
bin-liner_SUBST,2
sawn-off_ADJ,6
wrapped_ADJ,3
bethnal_SUBST,14
mortal_ADJ,36
yugoslavian_SUBST,2
horrible_ADJ,140
keightley_SUBST,2
pumpkin_SUBST,16
byzantine_ADJ,25
impacted_ADJ,2
poe_SUBST,9
gaudi_SUBST,14
lavery_SUBST,13
doyen_SUBST,12
444lb_SUBST,1
710lb_SUBST,1
39lb_SUBST,1
algoflash_SUBST,2
seaweed-based_ADJ,2
mid-glamorgan_SUBST,6
giantism_SUBST,2
radish_SUBST,19
tusk_SUBST,19
freak_ADJ,18
side-shoot_SUBST,3
edibility_SUBST,1
over-fertilise_VERB,1
giantist_SUBST,1
vegetative_ADJ,7
pride_VERB,37
prescribing_SUBST,4
flu_SUBST,85
chronically_ADV,17
groundless_ADJ,7
middlegame_SUBST,1
impassively_ADV,4
euwe_SUBST,2
fanatical_ADJ,22
kasparov_SUBST,11
eetgerink_SUBST,1
algemeen_SUBST,1
dagblad_SUBST,1
lubbers_SUBST,5
chat-line_SUBST,1
tele-shopping_SUBST,1
widely-used_ADJ,3
unix_SUBST,38
gpt_SUBST,6
telephony_SUBST,2
key_VERB,11
capercaillie_SUBST,9
grouse_SUBST,17
dee_SUBST,25
spey_SUBST,1
moratorium_SUBST,18
highland_SUBST,111
clear-felling_ADJ,1
sitka_SUBST,8
spruce_SUBST,33
over-shooting_SUBST,1
thin_VERB,45
glade_SUBST,5
juniper_SUBST,13
ite_SUBST,4
banchory_SUBST,2
capercaillie-friendly_ADJ,1
deforestation_SUBST,9
1830s_ADJ,13
vermin_SUBST,14
turpentine_SUBST,4
northumbria_SUBST,15
dellow_SUBST,2
backstage_ADV,11
rebuff_SUBST,12
back-tracking_SUBST,1
"3,702,000_ADJ",1
"2,317,000_ADJ",1
whitty_SUBST,11
union-based_SUBST,1
conwy_SUBST,5
unionism_SUBST,64
noose_SUBST,6
union/constituency_SUBST,1
60/40_ADJ,2
buoyancy_SUBST,22
route-map_SUBST,2
38-year-old_ADJ,11
glassworker_SUBST,1
dunning_SUBST,8
anti-conservative_ADJ,12
tappin_SUBST,1
keele_SUBST,8
boden_SUBST,1
lyme_SUBST,5
knell_SUBST,4
dwindling_ADJ,27
ever-changing_ADJ,9
bulge_SUBST,16
forecaster_SUBST,28
2020_ADJ,21
sub-saharan_ADJ,15
mega-city_SUBST,1
vinters_SUBST,1
crematorium_SUBST,19
noxious_ADJ,17
phenylacetonitrile_SUBST,1
scotswood_SUBST,1
connor_SUBST,3
cahal_SUBST,2
daly_SUBST,31
sinful'_VERB,1
g-force_SUBST,2
disorientation_SUBST,9
oxygen_SUBST,175
centrifuge_SUBST,2
simulate_VERB,19
"16,500_ADJ",3
susceptibility_SUBST,12
farnborough_SUBST,12
glaister_SUBST,1
backup_SUBST,8
cosmonaut_SUBST,1
undisputed_ADJ,24
torridge_SUBST,6
umbrage_SUBST,4
tory-style_ADJ,1
intolerance_SUBST,12
cagney_SUBST,7
insupportable_ADJ,7
72-year-old_ADJ,2
aforesaid_ADJ,4
bluebird_SUBST,18
"5,000-year_UNC",1
dartmoor_SUBST,21
neolithic_ADJ,12
post-medieval_ADJ,3
cob_SUBST,11
mud-built_ADJ,1
sabine_ADJ,9
baring-gould_SUBST,1
onward_ADJ,6
wortha_SUBST,1
scald_VERB,11
crusher_SUBST,2
flooding_SUBST,28
£16.1m_UNC,1
2.6-mile-long_ADJ,1
roadford_SUBST,1
430_ADJ,10
snp_SUBST,44
comittee_SUBST,2
flagship_SUBST,19
four-point_ADJ,4
vice-convener_SUBST,1
collude_VERB,6
ex-mi5_ADJ,1
mayhew_SUBST,23
templeman_SUBST,1
abroad'_SUBST,1
somalia_SUBST,37
gambia_SUBST,8
near-bribery_ADJ,1
cites_UNC,1
"$140,000_SUBST",2
"£86,950_UNC",1
caiman_SUBST,2
bolivian_ADJ,12
protectionist_SUBST,13
bunny_SUBST,14
hugger_SUBST,1
pet_ADJ,9
gosling_SUBST,3
gar_VERB,2
broughton_SUBST,14
furness_SUBST,5
besot_VERB,3
unhappiness_SUBST,22
schoolmasterly_ADJ,2
mingled_ADJ,11
prep-school_SUBST,3
dotheboys_SUBST,1
stupefying_ADJ,1
unfunniness_SUBST,1
ashtray_SUBST,33
pomp_SUBST,13
soporific_ADJ,5
panelling_SUBST,24
bumble-bee_SUBST,2
well-modulated_ADJ,1
hot-air_ADJ,11
hand-drier_SUBST,2
interrogation_SUBST,35
tangent_SUBST,16
phibbs_SUBST,6
stockton_SUBST,9
slipper-fight_SUBST,1
joust_SUBST,5
celebres_UNC,2
commensurately_ADV,2
attentively_ADV,13
upper-class_ADJ,20
over-ride_VERB,2
over-state_VERB,2
allusiveness_SUBST,2
dior_SUBST,9
watteau_SUBST,1
chiffon_SUBST,11
shifting_SUBST,17
almost-_ADJ,1
loll_VERB,14
enjoyably_ADV,7
page-style_SUBST,1
clamorous_ADJ,1
clever-clever_ADJ,2
intersect_VERB,11
tortuous_ADJ,15
infectious_ADJ,23
longeur_SUBST,1
choreographic_ADJ,37
abandon_SUBST,16
sublimely_ADV,7
air-borne_ADJ,4
rond_UNC,2
jambe_UNC,2
benediction_SUBST,9
faure_SUBST,5
breast-stroking_SUBST,1
previewer_SUBST,1
pigtail_SUBST,2
armani_SUBST,42
spank_VERB,3
tinnitus_SUBST,2
90-degree_ADJ,2
filling-in_SUBST,1
patched_ADJ,2
fender_SUBST,3
bicep_SUBST,6
dutifully_ADV,26
tatty_ADJ,15
spiv_SUBST,3
blouson_SUBST,1
awight_VERB,1
awight_SUBST,1
r'n'b_SUBST,3
man'_SUBST,3
overture'_SUBST,1
'sister_SUBST,1
disco'_SUBST,1
cheerfuly_ADV,1
laughing_ADJ,37
gnome_SUBST,13
backcloth_SUBST,13
explain'_VERB,2
again'_SUBST,4
5.15_ADJ,4
chubby_ADJ,13
summertime_SUBST,11
windmil_VERB,1
tea-house_SUBST,1
yukio_SUBST,4
ninagawa_SUBST,22
lyttleton_SUBST,3
cluster_VERB,44
noisily_ADV,23
glance_SUBST,164
offstage_ADJ,3
100-strong_ADJ,3
seemto_SUBST,1
onstage_ADJ,4
medea_SUBST,21
tempest_SUBST,12
rain_VERB,120
blossom_SUBST,63
matsuyo_SUBST,2
akimoto_SUBST,3
chikamatsu_SUBST,5
monzaemon_SUBST,2
swirling_ADJ,12
faded_ADJ,38
double-faced_ADJ,1
tadao_SUBST,2
nakane_SUBST,4
coho_SUBST,1
kabuki_ADJ,3
stylization_SUBST,5
ach_VERB,6
puppet_ADJ,2
ossified_ADJ,3
darkened_ADJ,27
-50_ADJ,1
mill_VERB,21
bawdy_ADJ,7
run-through_ADJ,2
lizard-like_ADJ,1
brook_VERB,11
exhausting_ADJ,31
grin_VERB,130
stanislavski_SUBST,2
arashi_SUBST,3
'die_SUBST,1
then'_SUBST,1
pressurized_ADJ,3
warped_ADJ,6
coil_VERB,28
certified_ADJ,8
simpleton_SUBST,3
awe_VERB,2
peggy_SUBST,21
gong_SUBST,12
tough_SUBST,9
poliakoff_SUBST,7
small-screen_ADJ,2
playwrighting_ADJ,1
grown-up_ADJ,33
scary_ADJ,34
animate_VERB,19
incarcerated_ADJ,1
prig_SUBST,7
dazed_ADJ,21
father_VERB,10
pre-yuppy_ADJ,1
unfamiliarity_SUBST,4
lisp_VERB,1
kyle_SUBST,20
leavening_SUBST,3
patterning_SUBST,15
parent-child_SUBST,1
vouchsafe_VERB,2
immoderate_ADJ,1
break-out_SUBST,3
trashing_SUBST,2
non-communication_SUBST,1
middle-class-prison_ADJ,1
losey-pinter_SUBST,1
domestic_SUBST,2
martian_ADJ,12
crone_SUBST,8
wearisome_ADJ,8
kenith_SUBST,2
trodd_SUBST,11
gestate_VERB,3
unlovely_ADJ,7
unpluggable_ADJ,1
famine_SUBST,170
reportage_VERB,2
one-legged_ADJ,5
almeida_SUBST,11
vietcong_SUBST,3
endemic_ADJ,31
american-backed_ADJ,2
darke_SUBST,2
white-hat_ADJ,1
michell_SUBST,6
homicidal_ADJ,6
lager-lout_SUBST,3
palely_ADV,2
scrupulous_ADJ,12
buddy-movie_ADJ,1
disconsolate_VERB,3
jungle-skirmish_SUBST,1
off-stage_ADV,4
ear-splitting_ADJ,5
hadfield_SUBST,6
violence-_ADJ,1
crazed_ADJ,24
characterization_SUBST,9
catatonic_ADJ,1
solicitously_ADV,2
re-education_SUBST,5
non-aligned_ADJ,10
brenton_SUBST,14
agit-prop_SUBST,2
ileana_SUBST,2
cotrubas_SUBST,4
moving_SUBST,23
pot-pourri_SUBST,3
mein_UNC,4
liebster_UNC,1
ist_UNC,4
so_UNC,3
klein_UNC,1
ich_UNC,2
hab'_UNC,1
penna_UNC,1
exasperating_ADJ,4
coyness_SUBST,5
angelic_ADJ,12
wir_UNC,3
haben_UNC,2
beide_UNC,1
lange_UNC,1
zeit_UNC,1
chiming_ADJ,2
enesco_SUBST,2
overstep_VERB,6
poemes_SUBST,1
marot_SUBST,2
heart-warming_ADJ,1
overheated_ADJ,7
nocturne_SUBST,9
hat_UNC,1
dich_UNC,1
die_UNC,16
liebe_UNC,1
beruhrt_UNC,1
misera_SUBST,1
stave_SUBST,2
manon_SUBST,2
pasquale_SUBST,1
forza_UNC,1
destino_UNC,1
affectionate_ADJ,37
plaudit_SUBST,8
mimi_SUBST,4
largesse_SUBST,13
40-1_ADJ,1
bag_VERB,17
cotton_VERB,3
modus_UNC,12
operandi_UNC,4
outwit_VERB,23
terimon_SUBST,4
500-1_ADJ,2
longest-priced_ADJ,2
tailor_SUBST,23
"2,000-1_ADJ",1
tight-lipped_ADJ,10
canter_SUBST,5
tancred_ADJ,2
cacoethe_VERB,2
vi_ADJ,38
nashwan_ADJ,1
mtoto_SUBST,1
each-way_ADJ,6
mcnall_SUBST,8
pease_SUBST,1
chantilly_SUBST,7
statobl_ADJ,1
l'abbaye_SUBST,3
morn_SUBST,1
l'opera_SUBST,1
kendal_SUBST,13
kerrith_SUBST,1
carpeting_SUBST,8
top-level_ADJ,11
gawky_ADJ,4
seisenbacher_SUBST,1
thrower_SUBST,9
brutishness_SUBST,3
uchimata_SUBST,1
seoi-nage_SUBST,1
mauling_SUBST,7
armlock_SUBST,2
strangle_SUBST,1
fabien_ADJ,1
celtics_SUBST,4
livingston_SUBST,12
98-91_ADJ,2
91-85_ADJ,1
second-leg_ADJ,2
13-0_ADJ,1
203-186_ADJ,1
cost-saving_ADJ,3
rainier_SUBST,3
opening-day_ADJ,1
tynesiders_SUBST,1
jugoplastika_SUBST,1
keflavik_SUBST,6
106-91_ADJ,1
250-196_ADJ,1
single-stroke_ADJ,1
hajime_SUBST,2
meshiai_SUBST,3
dunhill_SUBST,6
goalscoring_SUBST,3
whitehead_SUBST,16
ramshaw_SUBST,3
unprovoked_ADJ,7
transgression_SUBST,45
retaliatory_ADJ,10
wounding_SUBST,10
haggerty_SUBST,3
36-6_ADJ,1
try-scoring_SUBST,1
long-suffering_ADJ,18
ottery_SUBST,2
half-wayline_SUBST,1
chaperone_SUBST,3
mireille_SUBST,2
mathieu_SUBST,6
songstress_SUBST,1
marseillaise_SUBST,2
flower-presentation_SUBST,1
chanteuse_SUBST,1
disguised_ADJ,12
kiln_SUBST,51
80p_SUBST,4
oatcake_SUBST,1
dietary_ADJ,31
20st_SUBST,1
forged_ADJ,7
rl_SUBST,2
hucknall_VERB,1
grandslam_VERB,1
revulsion_SUBST,20
crerand_SUBST,1
handshake_SUBST,21
round-the-world_ADJ,8
muriel_SUBST,7
seles_SUBST,5
monicker_SUBST,1
alike_ADJ,20
tivey_SUBST,1
wellingborough_SUBST,11
scotnat_SUBST,1
expat_VERB,1
alban_SUBST,9
valladolid_SUBST,11
400th_ADJ,5
1907_ADJ,45
priest-hole_SUBST,1
decapitate_VERB,8
mascot_SUBST,12
vulnerata_SUBST,1
1589_ADJ,3
archery_SUBST,19
non-polluting_ADJ,1
ammo_SUBST,3
tooled-up_ADJ,1
tell_SUBST,9
erith_SUBST,2
unfashionable_SUBST,1
unambiguous_ADJ,21
shankly_SUBST,8
hotbed_SUBST,10
printable_ADJ,6
sociedad_SUBST,8
kendall_SUBST,75
affability_SUBST,2
bilbao_SUBST,18
fixer_SUBST,14
gush_VERB,26
rustle_VERB,17
beenhakker_SUBST,6
siro_SUBST,3
johan_SUBST,11
cruyff_SUBST,11
castellon_SUBST,2
mallorca_SUBST,9
bernd_SUBST,3
schuster_SUBST,11
butragueno_SUBST,3
hard-man_ADJ,1
crafty_ADJ,17
boersma_SUBST,1
vetch_SUBST,8
latchford_SUBST,1
mourning_SUBST,35
kop_SUBST,4
toshack_VERB,3
over-stretch_VERB,6
aldridge_SUBST,11
tosh_SUBST,7
mcgonagall_SUBST,1
near-impossible_ADJ,1
prattle_VERB,4
garros_SUBST,1
flinders_SUBST,1
schleyer_SUBST,2
rothenbaum_SUBST,1
rochusclub_SUBST,1
steffi_ADJ,3
heidelberg_SUBST,2
corner_VERB,31
gothenburg_SUBST,10
mini-master_SUBST,1
fledged_ADJ,4
"£625,000_UNC",2
$5.2m_SUBST,1
hauff_SUBST,1
miff_VERB,5
am_ADV,154
boggle_VERB,9
non-tennis_ADJ,1
lamentation_SUBST,6
madly_ADV,17
one-surface_ADJ,1
astonish_VERB,22
kohde-_ADJ,1
kilsch_SUBST,1
top-10_ADJ,2
novotna_SUBST,4
dither_VERB,19
sukova_SUBST,4
kohde-kilsch_SUBST,2
hofsaess_SUBST,2
gabriela_SUBST,5
sabatini_SUBST,10
uncatchable_ADJ,2
krystom_SUBST,5
multistrand_SUBST,1
gossamer_SUBST,4
angler_SUBST,168
chilton_SUBST,14
revolutionise_VERB,20
bowstring_SUBST,5
high-performance_ADJ,15
polyethylene_SUBST,17
floss_SUBST,13
multi-stranded_ADJ,1
waxed_ADJ,15
unwaxed_ADJ,1
unnaturally_ADV,14
weightlessness_SUBST,3
softness_SUBST,22
spool_SUBST,10
70lb_SUBST,3
angling_SUBST,59
15lb_SUBST,6
knot_VERB,15
dry-fly_SUBST,1
dap_VERB,1
krystom_VERB,1
forward-thinking_ADJ,4
exporting_SUBST,29
rain-soaked_ADJ,4
brocade_SUBST,4
stable-jockey_SUBST,2
lanfranco_SUBST,2
cullinan_SUBST,2
statoblest_SUBST,1
chypre_SUBST,4
six-length_ADJ,1
tessla_SUBST,1
3.00_ADJ,6
sire_SUBST,43
pinctada_SUBST,1
5.10_ADJ,3
stoneythorpewonder_SUBST,1
4.40_ADJ,4
dog-leg_SUBST,1
gosden-trained_SUBST,1
anshan_SUBST,1
chepstow_SUBST,27
pritchard-gordon_SUBST,1
josh_SUBST,13
gifford_SUBST,23
zamil_SUBST,1
marshlander_SUBST,1
gameness_SUBST,2
balding_SUBST,16
gelding_SUBST,42
pipe-opener_SUBST,1
pitt_SUBST,46
whitehaven_SUBST,4
barnard_SUBST,12
jamaican_SUBST,8
mccallum_SUBST,7
mcdonnell_SUBST,23
super-featherweight_SUBST,3
azumah_SUBST,3
first-inning_ADJ,1
three-hour_ADJ,14
red-raw_ADJ,1
